Country,Region,Year,Adult_mortality,Alcohol_consumption,BMI,Incidents_HIV,Population_mln,Schooling,Life_expectancy,Avg_Immunization,Adult_to_Infant_Mortality_Ratio,GDP_per_capita_log,Thinness_children_adolescents,Child_deaths,Economic_Status_Developing
Rwanda,Africa,2013,215.093,6.15,21.9,0.75,10.81,3.8,66.2,95.25,5.645485564304462,6.52795791762255,5.9,89.1,True
Antigua and Barbuda,Central America and Caribbean,2011,136.0795,7.24,26.2,0.1,0.09,9.2,76.0,96.5,15.289831460674156,9.512369038134885,3.3,17.4,True
Turkmenistan,Asia,2007,210.7895,2.23,25.4,0.08,4.87,9.9,65.7,98.0,5.067055288461538,8.117908942383155,3.3,88.0,True
Vanuatu,Oceania,2008,150.659,1.17,25.8,0.17,0.22,6.6,68.8,65.75,6.002350597609561,7.964850887447313,1.5,52.900000000000006,True
United Kingdom,Rest of Europe,2008,78.4095,10.66,26.9,0.08,61.81,12.8,79.6,89.5,13.518879310344827,10.69471380325571,0.65,10.399999999999999,False
Kyrgyz Republic,Asia,2008,213.764,7.29,25.6,0.21,5.32,10.3,68.5,88.0,6.985751633986928,6.874198495453294,3.3499999999999996,63.300000000000004,True
Italy,European Union,2013,53.267,7.35,25.6,0.07,60.23,10.3,82.7,93.0,12.991951219512197,10.31754893986965,0.55,6.800000000000001,False
Czechia,European Union,2014,83.987,12.75,27.0,0.08,10.53,12.8,78.8,97.75,23.996285714285712,9.738141099948136,1.85,5.6,False
St. Vincent and the Grenadines,Central America and Caribbean,2014,155.902,7.12,27.0,0.4,0.11,8.6,72.0,94.0,9.335449101796407,8.857941984804711,3.45,33.099999999999994,True
Tanzania,Africa,2001,448.1755,6.25,22.2,4.25,34.39,4.3,51.4,77.25,5.943972148541113,6.376726947898627,8.149999999999999,196.3,True
Morocco,Africa,2001,146.7395,0.45,24.7,0.06,29.13,3.5,69.2,91.0,3.388903002309469,7.534228326274089,6.6,92.4,True
Estonia,European Union,2009,153.3555,14.66,26.1,0.08,1.33,12.4,74.8,95.25,30.671100000000003,9.561419689557756,2.0,9.0,False
El Salvador,Central America and Caribbean,2011,192.7545,2.31,27.2,0.21,6.21,6.5,71.4,87.25,11.473482142857144,8.145549631783584,1.65,34.3,True
Moldova,Rest of Europe,2010,197.1175,6.92,26.6,0.42,2.86,11.1,69.6,94.25,12.555254777070065,7.721348612617949,2.9,31.8,True
Myanmar,Asia,2015,196.053,1.47,22.6,0.28,52.68,4.9,65.8,86.25,4.667928571428571,7.088408778675395,12.9,93.2,True
Nepal,Asia,2013,163.2835,0.28,22.1,0.17,26.92,4.2,68.8,85.25,4.9479848484848485,6.71174039505618,16.3,71.4,True
Tanzania,Africa,2010,316.531,6.95,22.8,2.48,44.35,5.1,58.6,85.0,6.58068607068607,6.695798917058491,7.1,119.0,True
Belarus,Rest of Europe,2010,223.1685,14.43,26.3,0.22,9.48,12.0,70.4,98.0,42.107264150943394,8.634620608292202,2.1,9.899999999999999,True
Jamaica,Central America and Caribbean,2000,168.4155,3.77,25.5,0.87,2.65,7.3,74.1,95.5,8.463090452261307,8.485083137498004,1.95,41.099999999999994,True
Rwanda,Africa,2006,312.9135,8.79,21.4,1.86,9.04,2.9,57.1,96.0,5.189278606965174,6.192362489474872,6.8,153.2,True
Tajikistan,Asia,2003,164.6845,0.74,24.4,0.02,6.54,10.6,64.5,79.75,2.9834148550724637,6.322565239927284,4.0,119.4,True
Tonga,Oceania,2011,140.5855,0.93,31.9,0.17,0.1,10.9,70.1,90.5,11.618636363636364,8.304989580140361,0.1,24.0,True
"Congo, Rep.",Africa,2013,277.011,1.9,23.0,2.08,4.62,6.3,62.0,79.75,6.8061670761670765,7.824046010856292,7.550000000000001,95.9,True
Myanmar,Asia,2014,197.7265,1.36,22.5,0.29,52.28,4.8,65.4,86.5,4.566431870669746,7.063903961472068,13.0,96.4,True
"Micronesia, Fed. Sts.",Oceania,2002,182.694,2.79,28.9,0.17,0.11,5.3,64.9,79.5,6.009671052631579,8.001355025826703,0.2,65.3,True
Seychelles,Africa,2015,151.6085,8.7,26.6,3.5,0.09,9.5,74.3,97.5,11.066313868613138,9.626349693960018,5.85,27.5,True
Bhutan,Asia,2011,223.746,0.25,23.4,0.14,0.69,2.3,68.8,95.0,6.698982035928144,7.778211474512493,16.65,72.4,True
Solomon Islands,Oceania,2010,169.032,1.09,25.8,0.17,0.53,5.1,70.7,81.5,7.285862068965518,7.649692623711514,1.2,48.599999999999994,True
Senegal,Africa,2002,250.933,0.22,22.3,0.64,10.28,2.4,58.7,60.0,3.9641864139020537,6.967909201801884,11.95,177.39999999999998,True
Thailand,Asia,2001,196.2075,5.84,23.0,0.6,63.54,6.3,70.8,93.5,10.43656914893617,8.190354403763262,9.45,38.7,True
Netherlands,European Union,2015,58.0775,8.3,25.5,0.04,16.94,12.1,81.5,94.0,13.199431818181818,10.71871961364631,0.95,7.4,False
Portugal,European Union,2014,76.9805,10.2,25.7,0.13,10.4,8.9,81.1,97.5,19.245125,9.84341902607001,0.6,6.6,False
"Yemen, Rep.",Middle East,2004,247.6745,0.06,22.7,0.02,19.54,1.7,62.9,70.5,4.24827615780446,7.813187267521416,13.9,134.2,True
Suriname,South America,2014,171.5365,5.39,26.4,0.51,0.55,8.2,71.1,65.25,8.751862244897959,9.168893182062009,3.5,39.5,True
Guinea-Bissau,Africa,2011,284.733,3.19,23.1,2.22,1.56,2.7,55.1,80.25,4.033045325779037,6.42648845745769,7.75,178.7,True
Zambia,Africa,2008,442.735,2.66,22.0,6.29,12.85,6.5,52.6,75.75,7.977207207207208,6.974478911025045,6.75,143.2,True
"Gambia, The",Africa,2003,293.086,3.63,22.4,1.55,1.45,2.2,57.2,83.0,5.10602787456446,6.586171654854675,9.6,156.2,True
United Arab Emirates,Middle East,2011,72.9945,1.75,28.1,0.13,8.95,10.0,76.5,95.0,8.901768292682927,10.41171981644952,5.0,15.600000000000001,True
Burundi,Africa,2015,294.187,3.99,21.6,0.27,10.16,2.9,60.1,86.75,6.232775423728813,5.726847747587197,7.25,113.8,True
United Arab Emirates,Middle East,2009,75.597,1.76,27.9,0.13,7.92,9.7,76.1,93.25,8.790348837209303,10.451059677269122,5.0,16.5,True
Hungary,European Union,2008,166.717,11.75,26.6,0.08,10.04,11.5,73.7,96.25,25.648769230769233,9.387481868728596,1.9,12.0,False
Malawi,Africa,2013,315.314,2.02,22.7,3.32,15.84,4.4,59.9,82.75,7.298935185185186,5.916202062607435,6.45,105.6,True
Eritrea,Africa,2000,370.455,0.88,20.1,0.7,2.29,3.7,55.3,84.5,6.487828371278458,6.720220155135295,1.15,141.3,True
Italy,European Union,2012,55.1645,7.48,25.7,0.07,59.54,9.9,82.2,93.0,13.13440476190476,10.347724555144831,0.55,7.0,False
Oman,Middle East,2011,96.52,0.5,26.0,0.05,3.25,8.3,75.9,99.0,8.774545454545454,9.89691600715309,6.85,21.6,True
Nepal,Asia,2006,197.587,0.19,21.3,0.17,26.07,2.9,65.8,78.5,4.410424107142857,6.4457198193855785,17.7,100.1,True
Serbia,Rest of Europe,2009,130.945,9.78,25.7,0.02,7.32,10.4,74.0,93.0,17.005844155844155,8.546557800046141,2.3,14.5,True
France,European Union,2013,77.9145,11.73,25.0,0.1,66.0,11.2,82.2,86.75,19.003536585365858,10.496980129935888,0.6,7.199999999999999,False
Greece,European Union,2010,74.8405,8.33,27.1,0.1,11.12,10.3,80.4,92.5,17.009204545454544,9.978641406136552,0.75,7.3,False
Guyana,South America,2003,226.301,8.75,25.0,0.93,0.75,7.8,66.1,85.5,6.338963585434173,8.28576542051433,5.699999999999999,77.9,True
Nigeria,Africa,2009,379.9755,10.58,22.9,0.79,154.32,5.2,50.4,64.0,4.372560414269275,7.734996194022781,11.649999999999999,224.20000000000002,True
Bolivia,South America,2011,196.6465,3.3,26.0,0.18,10.21,8.0,68.5,92.0,6.107034161490683,7.86480400332846,1.15,70.4,True
Australia,Oceania,2010,62.169,10.52,26.9,0.05,22.03,12.4,81.7,91.0,12.4338,10.888259024780478,0.6499999999999999,8.8,False
Jordan,Middle East,2009,116.897,0.56,28.5,0.13,6.89,9.9,73.3,96.0,6.284784946236559,8.472823243680297,3.8,38.3,True
Timor-Leste,Oceania,2010,164.1365,0.1,20.7,0.08,1.09,4.4,67.2,70.0,3.1323759541984737,7.079184394609668,11.5,112.9,True
Timor-Leste,Oceania,2003,234.413,0.44,20.1,0.05,0.95,3.0,61.9,62.25,3.1677432432432435,6.840546529288687,12.1,164.2,True
Paraguay,South America,2014,146.1335,5.39,26.5,0.14,6.6,8.2,73.5,85.75,7.09385922330097,8.58110651715989,1.95,42.6,True
Suriname,South America,2002,212.234,4.58,25.6,0.98,0.48,7.7,68.1,61.75,7.948838951310862,8.77786371462117,3.5,54.8,True
China,Asia,2011,90.7325,5.36,23.3,0.1,1345.04,7.4,74.7,99.0,7.2586,8.724857555881988,3.8,26.1,True
Serbia,Rest of Europe,2012,121.4185,8.78,25.9,0.02,7.2,10.5,74.8,92.75,16.863680555555554,8.583916823459145,2.1,13.3,True
"Yemen, Rep.",Middle East,2013,226.386,0.04,23.5,0.03,25.15,3.0,66.0,77.0,4.90012987012987,7.761744984658913,13.6,103.6,True
Mozambique,Africa,2015,332.583,1.22,22.7,3.5,27.04,3.5,57.2,80.0,5.33841091492777,6.3818160174060985,3.55,145.3,True
Poland,European Union,2002,143.4055,8.02,25.5,0.08,38.23,11.4,74.5,98.0,17.277771084337346,8.936955604225226,2.55,15.7,False
Bulgaria,European Union,2015,136.0675,10.89,26.4,0.03,7.18,11.8,74.6,90.25,17.22373417721519,8.864464055279676,1.85,15.1,False
China,Asia,2005,102.5235,2.92,22.8,0.1,1303.72,6.9,73.0,85.5,5.025661764705883,8.129174996911793,4.7,43.4,True
France,European Union,2006,89.724,13.05,25.0,0.11,63.62,10.6,80.8,75.5,20.866046511627907,10.486457078074604,0.6,7.8,False
Czechia,European Union,2008,104.5205,13.65,26.7,0.08,10.38,12.2,77.0,98.75,26.130125,9.743788173778453,1.95,6.7,False
Sierra Leone,Africa,2015,397.8705,3.06,22.7,0.85,7.17,3.4,52.9,79.5,4.140171696149844,6.3784261836515865,7.35,235.29999999999998,True
Qatar,Middle East,2013,57.8825,1.03,28.8,0.06,2.34,9.9,79.5,98.0,7.058841463414635,11.046658844401401,4.9,15.600000000000001,True
Burkina Faso,Africa,2013,267.2085,5.49,22.0,0.23,17.07,1.4,58.9,74.75,4.194795918367347,6.461468176353717,8.15,171.0,True
Sao Tome and Principe,Central America and Caribbean,2002,217.479,5.93,23.7,1.08,0.15,4.3,62.7,81.25,4.438346938775511,6.992096427415888,7.6,119.0,True
Mauritius,Africa,2007,157.4485,3.23,24.9,1.05,1.24,7.6,72.6,92.5,11.246321428571429,8.84505705350085,7.45,28.2,True
Kazakhstan,Asia,2014,193.594,3.64,26.3,0.14,17.29,11.7,71.4,96.0,15.364603174603175,9.262932822095353,2.45,24.6,True
Argentina,South America,2012,121.2325,8.0,27.3,0.14,41.73,9.8,75.6,90.25,9.397868217054263,9.539428268486581,0.95,25.200000000000003,True
Ireland,European Union,2001,89.055,14.04,26.4,0.05,3.87,11.0,77.1,87.25,13.096323529411766,10.672205919943147,0.3,12.7,False
"Congo, Rep.",Africa,2014,269.618,1.9,23.1,2.06,4.74,6.3,62.6,83.5,6.791385390428211,7.86480400332846,7.449999999999999,93.1,True
Guinea,Africa,2010,290.8,0.2,22.6,0.93,10.19,1.6,56.9,63.5,3.856763925729443,6.536691597591305,8.2,192.10000000000002,True
Tonga,Oceania,2001,156.677,1.34,31.3,0.17,0.1,9.1,69.7,93.25,10.307697368421053,8.240385115516334,0.1,30.7,True
Rwanda,Africa,2009,259.5265,7.3,21.6,1.09,9.78,3.3,62.1,93.5,5.406802083333333,6.352629396319567,6.5,116.6,True
Mongolia,Asia,2005,252.831,5.17,24.8,0.02,2.53,8.6,65.1,98.5,7.414398826979472,7.634820677745543,2.3499999999999996,74.0,True
Seychelles,Africa,2001,178.6415,6.84,25.5,3.5,0.08,7.5,73.3,96.5,13.9563671875,9.29798488182823,6.4,25.5,True
Syrian Arab Republic,Middle East,2005,116.383,0.79,27.3,0.13,18.36,5.8,74.4,81.75,6.538370786516853,7.334981878871814,6.4,36.5,True
Latvia,European Union,2002,225.2175,7.44,25.7,0.19,2.31,10.6,71.0,97.25,20.10870535714286,8.968268810776454,2.7,22.799999999999997,False
France,European Union,2005,91.6715,12.88,25.0,0.11,63.18,10.4,80.2,74.0,21.31895348837209,10.469227407179512,0.6,7.8999999999999995,False
Syrian Arab Republic,Middle East,2015,178.1065,0.23,28.2,0.13,18.0,5.1,69.9,44.75,6.695733082706767,6.887552571664617,6.199999999999999,67.2,True
Indonesia,Asia,2006,189.1485,0.062,22.2,0.22,229.32,7.9,67.7,66.5,5.663128742514971,7.736307096548285,1.8,72.3,True
United Arab Emirates,Middle East,2013,70.6545,1.86,28.2,0.13,9.2,10.3,76.9,98.0,9.05826923076923,10.477203464850332,5.1,14.8,True
Burkina Faso,Africa,2010,280.9365,5.44,21.8,0.31,15.61,1.4,57.1,76.0,4.065651230101303,6.368187186350492,8.8,189.6,True
Haiti,Central America and Caribbean,2005,287.5005,3.49,23.9,1.14,9.2,4.3,58.7,65.75,4.336357466063348,7.158513997329321,4.4,154.7,True
Mali,Africa,2008,289.566,0.58,22.4,0.62,14.11,1.9,54.2,71.5,3.5269914738124237,6.56244409369372,9.1,221.29999999999998,True
Cambodia,Asia,2013,182.9515,2.8,21.9,0.11,15.03,4.6,67.9,72.25,5.845095846645368,6.955592608396297,11.05,65.6,True
Eswatini,Africa,2000,559.1865,6.8,25.5,21.68,1.01,3.9,47.5,88.25,8.127710755813954,7.813187267521416,9.5,180.0,True
Kyrgyz Republic,Asia,2009,206.2885,5.98,25.7,0.21,5.38,10.4,69.1,88.0,7.162795138888889,6.890609120147166,3.3499999999999996,59.400000000000006,True
Grenada,Central America and Caribbean,2000,179.4865,9.21,25.3,0.4,0.1,7.4,72.6,90.25,12.912697841726619,8.85051762174672,4.25,28.4,True
Guyana,South America,2008,219.435,5.83,25.6,0.71,0.75,8.0,67.5,90.75,6.710550458715596,8.414717399827001,5.5,70.7,True
"Micronesia, Fed. Sts.",Oceania,2009,172.001,2.05,29.3,0.17,0.1,7.0,66.3,81.5,5.972256944444444,8.011686729127847,0.2,61.5,True
Barbados,Central America and Caribbean,2011,104.765,8.69,27.4,0.35,0.28,9.9,78.5,91.75,7.1268707482993205,9.718362068409439,3.8,28.5,True
Kiribati,Oceania,2003,215.9625,0.44,29.0,0.17,0.09,7.1,64.0,64.25,4.276485148514851,7.340835554123275,0.2,114.3,True
Bahrain,Middle East,2007,73.874,1.83,25.1,0.05,1.04,8.4,75.6,97.5,7.858936170212766,10.003920949857399,6.0,18.200000000000003,True
Colombia,South America,2006,155.343,4.43,25.4,0.21,43.2,6.7,74.5,91.25,8.262925531914894,8.442254104751743,2.2,38.6,True
Germany,European Union,2012,73.3235,11.32,26.4,0.03,80.43,14.0,80.5,92.5,16.664431818181814,10.59838320363019,1.1,7.4,False
Fiji,Oceania,2000,219.344,2.46,26.3,0.03,0.81,9.6,65.7,90.75,10.912636815920397,8.32069157104845,4.15,41.5,True
India,Asia,2014,180.388,3.0,21.7,0.07,1295.6,6.1,68.3,77.0,4.7595778364116095,7.315883504509785,27.1,83.1,True
"Venezuela, RB",South America,2004,155.121,7.58,26.4,0.4,26.0,7.2,72.7,83.5,8.915000000000001,8.372629740224884,1.65,35.5,True
Belgium,European Union,2006,86.023,10.94,25.8,0.08,10.55,11.1,79.4,92.25,17.2046,10.575130158308562,0.8,8.8,False
Slovak Republic,European Union,2014,108.859,10.26,26.3,0.01,5.42,12.3,76.8,97.0,17.55790322580645,9.651687291972113,1.2,11.600000000000001,False
Antigua and Barbuda,Central America and Caribbean,2007,142.994,8.11,25.8,0.1,0.08,9.2,75.4,93.0,13.49,9.801620926132557,3.3499999999999996,21.299999999999997,True
El Salvador,Central America and Caribbean,2015,182.1595,2.54,27.6,0.18,6.33,6.6,72.4,90.5,12.738426573426574,8.217978203150732,1.55,28.8,True
Panama,Central America and Caribbean,2015,114.701,6.84,26.8,0.4,3.97,9.9,77.8,77.5,7.352628205128205,9.520101889570842,1.85,31.6,True
Bulgaria,European Union,2010,142.4175,9.82,26.0,0.03,7.4,10.6,73.5,94.75,14.24175,8.768574284141687,2.0,19.8,False
Mozambique,Africa,2013,356.677,1.0,22.5,3.5,25.56,3.4,54.9,76.0,5.428873668188737,6.300785794663244,3.55,157.0,True
Croatia,European Union,2005,112.169,10.72,26.1,0.02,4.31,9.7,75.2,96.5,16.49544117647059,9.34145634983372,1.8,12.5,False
Libya,Africa,2004,137.419,0.012,27.1,0.07,5.71,6.3,71.7,97.0,6.246318181818182,9.357380114625498,5.45,45.4,True
Bolivia,South America,2000,240.0465,2.3,24.7,0.26,8.42,7.4,62.5,77.25,4.218743409490334,7.630461261783627,1.45,131.5,True
Maldives,Asia,2003,109.936,1.95,23.5,0.17,0.3,3.3,72.4,91.25,4.619159663865546,8.929832503272403,14.649999999999999,49.900000000000006,True
Vanuatu,Oceania,2005,161.244,0.89,25.7,0.17,0.21,6.5,68.4,65.25,6.5546341463414635,7.872073979866873,1.55,51.8,True
Eswatini,Africa,2014,443.15,7.28,26.7,15.74,1.1,6.5,53.6,95.75,8.67221135029354,8.197263371414335,4.3,112.5,True
Iraq,Middle East,2000,163.596,0.22,27.0,0.13,23.5,5.0,69.1,69.5,4.46983606557377,8.37516869138682,5.5,80.1,True
Liberia,Africa,2002,344.857,4.29,23.2,3.5,3.02,3.6,52.8,53.0,3.054534986713906,6.660575149839686,8.850000000000001,275.6,True
Guinea-Bissau,Africa,2013,277.9945,2.95,23.2,1.82,1.65,2.8,56.1,81.0,4.257189892802451,6.386879319362645,7.4,164.0,True
Cote d'Ivoire,Africa,2011,416.7045,1.14,23.5,1.16,21.03,4.4,53.6,61.5,5.638761840324762,7.352441100243583,6.05,176.0,True
Haiti,Central America and Caribbean,2009,267.026,3.53,24.5,0.9,9.8,4.7,60.1,68.25,4.377475409836066,7.242082359256962,4.1,141.2,True
Togo,Africa,2002,334.717,0.86,22.2,2.34,5.2,4.1,53.7,65.5,4.597760989010989,6.218600119691729,8.95,184.7,True
"Bahamas, The",Central America and Caribbean,2008,172.336,9.65,27.4,0.53,0.34,10.9,72.0,89.75,11.566174496644296,10.44085773152423,2.5,30.1,True
Nicaragua,Central America and Caribbean,2011,157.757,3.34,26.8,0.12,5.9,6.1,72.7,94.5,7.695463414634147,7.474204806496124,1.8,42.4,True
Trinidad and Tobago,Central America and Caribbean,2011,174.802,5.79,27.1,0.4,1.34,10.8,72.2,88.5,8.526926829268293,9.799625913002037,6.050000000000001,41.3,True
Samoa,Oceania,2009,133.7445,2.88,31.4,0.17,0.18,9.9,71.4,42.0,6.7547727272727265,8.297294370266917,0.2,44.5,True
Djibouti,Africa,2004,311.1355,0.51,23.7,0.85,0.77,3.6,57.7,74.5,4.210223274695534,6.761572768804055,5.95,164.0,True
Zimbabwe,Africa,2008,594.7345,2.82,23.6,7.81,12.38,7.0,46.5,72.25,10.715936936936938,6.7464121285733745,7.8,149.0,True
Liberia,Africa,2009,272.1635,3.76,23.7,3.5,3.75,4.0,59.0,73.25,3.619195478723404,6.453624998892692,7.5,177.8,True
Jordan,Middle East,2015,109.942,0.3,28.9,0.13,9.27,10.3,74.1,98.25,6.871375,8.334471554600944,4.0,32.5,True
Latvia,European Union,2008,198.7445,11.84,26.2,0.19,2.18,12.2,72.4,93.75,23.945120481927706,9.464517365870565,2.3499999999999996,16.1,False
Bangladesh,Asia,2001,166.197,0.004,20.3,0.01,130.09,4.3,66.0,77.0,2.7245409836065573,6.51471269087253,12.0,141.1,True
Moldova,Rest of Europe,2007,228.2265,7.81,26.4,0.44,2.87,10.9,68.3,93.0,13.66625748502994,7.635303886259415,3.1,34.0,True
Grenada,Central America and Caribbean,2010,151.4055,7.71,26.4,0.4,0.11,8.3,72.9,93.5,10.814678571428571,8.994544758324512,3.8,28.1,True
Tanzania,Africa,2015,239.667,7.86,23.1,2.01,51.48,5.8,63.1,89.0,5.719976133651551,6.855408798609928,6.6,99.0,True
Kuwait,Middle East,2014,59.3025,0.0,29.4,0.13,3.69,6.9,75.0,92.75,6.8163793103448285,10.337151315002972,3.4,16.6,True
Gabon,Africa,2015,238.5125,8.06,25.2,1.09,1.95,8.1,64.9,75.75,6.428908355795148,8.90734159541251,6.0,86.4,True
Mozambique,Africa,2002,445.308,0.66,21.7,3.5,18.76,2.5,49.6,73.0,4.395932872655479,5.834810737062605,4.0,252.89999999999998,True
Senegal,Africa,2000,250.914,0.24,22.1,0.68,9.8,1.9,57.8,55.25,3.652314410480349,6.97354301952014,12.3,197.2,True
Armenia,Rest of Europe,2011,133.0115,4.07,26.1,0.08,2.88,11.2,73.6,96.0,8.061303030303032,8.039157390473237,2.05,32.8,True
Belgium,European Union,2001,97.8795,11.01,25.5,0.08,10.29,10.2,78.0,82.25,17.478482142857143,10.489717450749996,0.8,10.2,False
Cyprus,European Union,2011,56.015,10.71,26.8,0.06,1.12,11.6,79.6,95.5,15.139189189189189,10.145138775406078,0.95,5.9,False
Lebanon,Middle East,2005,81.015,1.73,26.7,0.03,4.7,7.5,76.9,65.5,6.1843511450381685,8.805225202632306,4.65,26.2,True
Ireland,European Union,2005,77.6135,13.06,26.8,0.06,4.16,11.7,78.9,90.25,14.37287037037037,10.807361514395195,0.25,9.600000000000001,False
Tunisia,Africa,2002,107.7635,1.15,25.3,0.01,9.87,5.2,73.6,95.75,4.685369565217391,8.000014093678072,6.45,48.1,True
Zimbabwe,Africa,2001,703.677,1.93,23.3,11.96,11.92,6.7,44.0,72.75,13.506276391554703,7.447751280047908,1.65,144.9,True
Azerbaijan,Asia,2015,124.897,0.51,26.9,0.05,9.65,10.7,72.3,97.0,5.139794238683128,8.612685172875459,2.8499999999999996,49.6,True
Sao Tome and Principe,Central America and Caribbean,2003,214.3245,6.7,23.8,0.89,0.15,4.4,63.4,75.5,4.659228260869566,7.036148493750536,7.4,110.6,True
Nigeria,Africa,2015,356.2145,4.51,23.2,0.58,181.14,6.0,53.1,51.0,4.43604607721046,7.89655270164304,9.75,205.7,True
Thailand,Asia,2015,148.889,6.95,24.3,0.16,68.71,7.6,76.1,98.0,14.455242718446602,8.67265729404031,7.7,20.1,True
Albania,Rest of Europe,2006,83.5945,5.17,25.7,0.03,2.99,9.2,75.4,96.5,4.749687499999999,7.955775781534187,1.75,35.1,True
Romania,European Union,2014,130.962,9.48,26.6,0.04,19.91,10.9,74.9,91.5,14.081935483870966,9.067854723679428,2.7,18.200000000000003,False
Equatorial Guinea,Africa,2007,336.8925,8.31,23.3,4.21,0.82,5.4,54.8,51.5,3.811001131221719,9.590214130417438,9.5,211.8,True
Brunei Darussalam,Asia,2000,106.3215,0.35,25.3,0.1,0.33,8.3,73.1,98.0,11.556684782608697,10.436025743207768,6.55,18.5,True
Eswatini,Africa,2006,588.7775,6.26,26.0,18.94,1.04,5.1,42.7,91.75,9.845777591973246,8.026496938945412,7.0,167.8,True
"Egypt, Arab Rep.",Africa,2005,170.095,0.15,28.2,0.13,75.52,5.6,69.4,89.5,5.613696369636964,7.9483852851118995,3.2,65.0,True
Zambia,Africa,2013,316.2765,2.98,22.4,5.0,14.93,6.8,59.7,68.0,6.644464285714285,7.186901020411631,6.300000000000001,117.69999999999999,True
Kenya,Africa,2003,459.654,1.5,22.2,3.71,34.68,5.6,52.4,62.25,8.48070110701107,7.035268599281097,8.8,138.60000000000002,True
Haiti,Central America and Caribbean,2014,246.6045,2.69,25.1,0.71,10.55,5.1,62.1,60.5,4.475580762250454,7.22402480828583,3.9,126.0,True
Rwanda,Africa,2012,220.852,6.43,21.8,0.84,10.55,3.7,65.4,95.25,5.549045226130653,6.507277712385012,6.1,93.69999999999999,True
Iceland,Rest of Europe,2013,53.1585,6.8,26.1,0.05,0.32,11.9,82.1,91.0,18.330517241379308,10.83856078370965,0.95,4.3,False
Sierra Leone,Africa,2008,440.0625,3.83,22.5,1.21,6.13,2.9,47.5,72.25,3.8199869791666665,6.248042874508429,8.7,289.1,True
Qatar,Middle East,2014,57.076,1.01,29.0,0.06,2.46,9.8,79.6,93.0,7.1345,11.047487397667412,5.0,15.1,True
Switzerland,Rest of Europe,2011,54.1965,9.99,25.1,0.06,7.91,13.3,82.7,91.5,11.060510204081632,11.322720918899146,0.4,8.4,False
Kenya,Africa,2006,374.103,0.86,22.5,2.92,37.65,5.9,56.1,66.25,8.010770877944324,7.122866658599083,8.45,117.7,True
Mongolia,Asia,2015,212.841,8.35,26.1,0.01,3.0,10.1,69.1,98.75,12.093238636363635,8.262558973010657,2.25,36.0,True
Central African Republic,Africa,2005,523.723,1.57,22.0,3.05,4.04,3.3,44.7,52.5,4.890037348272642,6.1224928095143865,9.7,266.9,True
Grenada,Central America and Caribbean,2003,171.547,9.89,25.7,0.4,0.1,7.6,73.0,90.0,12.707185185185185,8.942983665985647,4.05,27.3,True
Gabon,Africa,2002,328.5085,8.29,23.9,3.33,1.29,6.5,57.8,55.75,6.293266283524904,8.944158830970403,7.6,130.8,True
Mauritania,Africa,2003,225.6,0.004,24.0,0.42,2.86,3.2,61.0,69.0,3.2554112554112553,7.157735484249907,1.2000000000000002,179.1,True
Portugal,European Union,2015,73.283,10.34,25.7,0.12,10.36,9.1,81.1,97.25,18.32075,9.865318286418624,0.6,6.6,False
Myanmar,Asia,2008,216.1595,0.79,21.9,0.39,49.93,3.9,62.7,78.0,3.3565139751552793,6.625392368007956,13.3,161.8,True
